term,2_埔里家樂福,3_新仁家樂福,4_頭份大潤發,6_楠梓家樂福,7_土城青雲,8_高雄成功家樂福,9_新竹大魯閣,10_青海家樂福,11_斗六家樂福,12_東海Jmall,13_新楠家樂福,14_桃園春日家樂福,15_苗栗家樂福,16_彰化家樂福,17_永康中正家樂福,18_基隆愛買,19_台中大魯閣,20_宜蘭家樂福,21_新竹忠孝,22_高雄美術南三,23_嘉義北門家樂福,24_高雄三多三,25_板橋南雅愛買,26_桃園愛買,27_員林大潤發,28_基隆仁二,29_樹林家樂福,30_南投家樂福,31_仁德中山,32_安平家樂福,33_高雄鼎山家樂福,34_屏東家樂福,35_竹南家樂福,36_重新家樂福,37_台中黎明,38_林口家樂福,39_清水中山,40_三峽大學,41_嘉義大潤發,42_三重龍門,43_太平中山,44_台中文心家樂福,45_蘆洲家樂福,46_豐原源豐,47_淡水中山,48_桃園南平,49_台中文心崇德,50_大里大買家,51_台中美村南,52_捷運七張,53_八德家樂福,54_鳳山五甲,55_新竹林森,56_台北安居,57_台南中華東,58_高雄華夏,59_新莊輔大,60_台中中華,61_中壢中美,62_高雄鳳山,63_台北士林中正,64_中和德光,65_中壢家樂福,66_台北天母,67_台北興隆,68_板橋捷運新埔,69_台北民權龍江,70_台北桂林家樂福,71_台北信義,72_台北捷運後山埤
內容,0,0,0,0,0,0,0,0,0,0.0031630774921935344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017030209039089383,0,0,0,0.0011808402783201348,0.0015921531000974167,0,0,0,0,0.0011796658971383147,0.0012726974888117761,0,0,0,0,0,0,0,0,0,0,0,0,0.0010441497003279715,0.0007039489967789766,0,0,0.0017475566255212899,0,0,0,0,0.0008855200146118518,0.001075388993266161,0.0008972421025511161,0.0005311930405609384,0,0,0,0.0008548858087009553,0,0.0007404207612812581,0.00048090576102678917,0,0.00037793661289551553
前去,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017313942960223768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001656048034726752,0,0,0,0,0,0,0,0.0011402128478799048,0,0,0
差不多,0,0,0,0,0,0,0,0,0,0.002622457348049315,0,0,0,0,0,0,0,0,0,0,0.001501406878654188,0,0,0,0,0.0013658632021090183,0,0.0020638436632077505,0.001958031867632639,0.001320028866467776,0.0014866538254247818,0.0008788395938503067,0,0,0.0009780422730169,0,0.0009722407370425043,0,0.0009182273627623653,0.0008944261077930816,0,0.0007121082588837749,0,0,0.0009321530857995196,0.0007845404910398828,0,0,0,0.00116726588192106,0,0.0008660691374006985,0,0,0,0.0006547413485475987,0,0,0.0026747638409387845,0,0,0,0.001747787035874099,0.0006573673165230569,0.0007087722562295446,0.0006501960367064418,0,0.0011961340022523736,0.00044956411680845403,0.0006266824951527756
呈現,0,0,0,0,0,0,0,0,0,0.004087273732940128,0,0,0,0,0.002933450047564685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001431118253830577,0,0,0,0,0,0,0,0,0.0010835826439395885,0,0,0,0,0,0,0,0,0,0,0,0.001159400642853667,0.000686398410144446,0,0,0,0.001104668576470305,0,0,0.0012428361239428729,0,0
瘦瘦,0,0,0,0,0,0,0,0,0,0.00555209011783094,0,0,0,0,0,0,0,0,0,0,0,0,0.003019628417964616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
一週,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
每天,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016323690637208288,0,0,0,0,0,0,0.0017055284615346475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005820044550911606
高價位,0,0,0,0,0,0,0,0,0,0.003946793045396359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001286997732194465,0.0021434430007583414,0,0.0016426719112359986,0,0,0.0032087748336555766,0,0,0,0.001269881932238211,0,0,0,0,0,0,0,0.0013418380707376561,0,0.0006628067138484705,0,0,0,0,0,0,0.0006000597575607682,0,0
獨,0,0,0,0,0,0,0,0,0,0.0035969740261063716,0,0,0,0,0,0,0,0,0,0,0,0.001443408517699186,0,0,0,0,0,0.0028307770404824542,0,0.0018105573956911265,0.002039100921829009,0,0,0,0.0013414870808452404,0,0,0,0,0,0.0011729263128607734,0,0,0,0,0,0,0.0009535986283420922,0,0,0,0,0,0,0.0009707558544727522,0,0,0,0,0,0.000604059677469722,0,0.001598181587428779,0,0,0,0,0,0.0006166241187610923,0
創,0,0,0,0,0,0,0,0,0,0.00555209011783094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016609763017045095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
路線,0,0,0,0,0,0,0,0,0,0.004627893877084347,0.003382963360441774,0,0,0,0,0,0,0,0,0,0,0,0.002516983616978434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015090958294840264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011600669812210094,0,0,0,0,0,0
價值,0,0,0,0,0,0,0,0,0,0.004087273732940128,0,0,0,0,0,0,0,0.002779197914510513,0,0,0,0.0016401579987721218,0,0,0,0,0,0,0,0,0,0.0013697298032641179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002258162283392336,0,0,0.0010204578228046259,0,0,0,0,0,0,0,0,0,0.0010133736527950731,0,0.0006214180619714364,0,0
相符,0,0,0,0,0,0,0,0,0,0.005168514021228566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016853850069223587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007858069158567656,0,0
太狠,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
十分,0,0,0,0,0,0,0,0,0,0.003090987863833167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016642073925878503,0,0,0,0,0,0,0.0031075615253014412,0,0,0.0011527801580680631,0,0,0.0025475174701921704,0,0,0,0,0.0011253596591625607,0.001286482185280175,0,0.0027741215371458417,0.0012564991316394987,0,0,0,0,0,0.0008538640507826428,0.0007920194389733089,0,0,0,0.0008653381477696436,0,0.00263037923359479,0.0015572598955720164,0,0.0006866827304131739,0,0.0008354021253603154,0,0.0014470916965511082,0,0.001059767267599943,0
通都,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016323690637208288,0,0,0,0,0,0,0,0,0,0.0013226799292567757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122100333041685,0,0,0,0,0,0
稱不上,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
菜味,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
甚至,0,0,0,0,0,0,0,0,0,0.006181975727666334,0.00451898810501925,0.002724137365305376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013636711163969853,0.0024325717711173927,0.0011539277739546416,0,0,0.001035853841767147,0,0,0,0,0,0,0,0.0021084501117552296,0.0010079308251629894,0,0,0,0,0,0,0.0008194559554170644,0,0,0,0,0.0017077281015652856,0.0007920194389733089,0,0,0,0.0008653381477696436,0,0.0008767930778649302,0,0,0.0006866827304131739,0,0,0,0.0007235458482755541,0,0.0005298836337999715,0.0007386461360123865
有些,0,0,0,0,0,0,0,0,0,0.002622457348049315,0,0.0023112138790093847,0,0.0019095563213951323,0,0.004480280207373545,0,0,0,0,0,0,0,0,0,0,0.00115696647708058,0.004127687326415501,0,0,0.0014866538254247818,0,0,0,0,0,0,0,0,0.0008944261077930816,0,0.0007121082588837749,0,0.0010914778085665852,0,0,0,0,0,0.00058363294096053,0,0.0025982074122020958,0.0007244357315053356,0.0006719654974502858,0.0007077520730611681,0.0006547413485475987,0.001444614771235392,0.0014683411803187655,0.0008915879469795949,0.0007438891872303277,0,0.000670590866361059,0.0011651913572493997,0.0006573673165230569,0.0007087722562295446,0,0,0.00039871133408412457,0.00044956411680845403,0
苦,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015883660715683545,0,0,0,0,0,0.0019800769455865664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013164835908494469,0,0,0,0,0
奶酪,0,0,0,0,0,0,0,0,0,0.004087273732940128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015258612741190123,0,0,0,0,0,0.001524343759177074,0,0,0.0016843160987390637,0.001431118253830577,0,0,0,0.0014880850969442212,0,0,0,0,0,0.0013492320861378064,0,0,0,0,0,0,0.0010204578228046259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
壞,0,0,0,0,0,0,0,0,0,0.006996326793136151,0.0025571369857953765,0,0,0,0,0,0.00866835643422706,0,0,0,0,0.0014037573822504314,0,0.002214027466182326,0,0,0,0,0,0.003521641003256452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001046518766424434,0,0,0,0,0,0,0,0.000896352083165718,0,0,0,0,0,0,0,0.0017890368547058006,0,0,0,0.0017346264776370622,0.0016377169459588369,0,0.0005996851536973843,0.0012539218802418623
店員人,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001773418429420978,0,0,0,0,0,0,0.002168096121428614,0,0,0,0,0,0,0,0,0,0.0013817102740571918,0,0,0,0,0,0,0,0,0,0
累,0,0,0,0,0,0,0,0,0,0.0038197128056572595,0,0,0,0,0,0,0,0,0,0,0.004373716953042664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003111641496281258,0,0,0,0,0,0.0010126492061657635,0,0.0008500844522976097,0,0.0012614639384601254,0,0,0.0020617377504447243,0,0,0,0,0,0,0,0,0,0.0020647096246796,0,0,0.0005807388210506679,0.0006548079095412445,0
特色,0,0,0,0,0,0,0,0,0,0.002527178729406455,0,0,0,0.003680357372922022,0,0,0,0,0,0,0,0,0,0.0015994802084850982,0,0.001316238921565862,0,0.003977720980178051,0.00188689302842692,0.002544139660476297,0,0.000846909761865434,0,0,0,0.0030505108053457746,0.0018738349451852111,0.002082839612148177,0,0,0,0,0.0009200893432305055,0.0010518224456464158,0,0.0015120734320341772,0,0.0006699837564704283,0,0,0.0008131205693070962,0.0025038098375889583,0.0013962313422135112,0,0,0.0006309534111367648,0.0020881939556241366,0,0.0025775848328035015,0.0007168623476001669,0.0012732091673006098,0.0012924541746026875,0,0.0012669679458922735,0,0,0,0.0011526762905259525,0.0008664612786536417,0.001509784966588212
清,0,0,0,0,0,0,0,0,0,0.0033201215397353784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017292299686121765,0,0,0,0,0,0,0.0016881973930857857,0,0.0012382352833423837,0,0.0012308903385079256,0.001368181953187656,0.0011625075419241522,0,0,0.0009015536404060585,0,0.0013818485875702186,0.001180137988057599,0,0,0,0.002191981650353463,0,0.0010682501736600316,0,0,0,0,0,0,0.0009294853134757499,0.0011287811218501967,0,0,0,0,0.0016644994350277632,0,0,0,0,0,0
爽快,0,0,0,0,0,0,0,0,0,0.005168514021228566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012098581510366494,0,0,0.0006175538499157917
樂,0,0,0,0,0,0,0,0,0,0.0034061729012521405,0,0,0,0,0,0.0029096009976527395,0,0,0.0029162439223049145,0,0,0.0013668430582873758,0,0,0,0,0,0,0,0,0,0.0011414788543070175,0.00173195232267058,0,0,0,0,0,0.0011926375704664359,0,0,0,0,0,0.0012107249649000499,0.0030569960222645853,0,0,0.0011243968644098175,0.0007580503489433547,0,0,0,0.0008727808937270602,0,0,0,0,0,0,0,0.0008709954571902848,0.0007567031030625312,0,0,0,0,0,0,0
顆,0,0,0,0,0,0,0,0,0,0.0031630774921935344,0,0,0,0,0.00908060524074699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006368612400389667,0,0.001060012564408021,0,0,0,0.0012726974888117761,0,0,0,0.0010788122415394048,0.0010314383126718049,0,0,0,0,0.0009462736813502796,0,0.0008385677338795161,0,0.0014078979935579531,0.0020354424016689413,0,0,0,0,0.0007897164178246176,0,0.0017710400292237035,0,0.0017944842051022321,0.0010623860811218768,0.0008088333171309754,0,0,0,0,0,0,0,0.0015117464515820621
吃不到,0,0,0,0,0,0,0,0,0,0.004087273732940128,0.0029877731965936606,0,0,0,0,0,0,0.002779197914510513,0,0,0,0,0,0,0,0,0,0,0.0015258612741190123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010835826439395885,0,0,0,0,0,0,0.0011030785533303691,0,0,0,0,0,0.001372796820288892,0,0,0,0,0,0,0,0,0.0009767262385550729
前面,0,0,0,0,0,0,0,0,0,0.0027250720695641524,0,0.002401649885044788,0,0,0,0,0,0.001852950183293848,0,0,0,0,0,0.0034494583159039908,0.0014671960173532768,0,0.0012022376777488907,0,0,0,0.0015448254362608576,0,0.0013856298658800777,0,0.00101631230839041,0,0,0.0011229692594357773,0,0.0009294243074911843,0,0.0007399725025970726,0,0,0,0.000815238951804194,0,0,0.0008995616426818285,0,0.0008767928151750812,0.0008999577508468139,0,0.0006982589860516277,0.0007354458626027759,0,0,0.000762898115779438,0.000926475091646924,0.0007729969940140373,0,0,0.0012107843910978168,0,0,0,0.0006378914020515339,0,0,0.00032560204750248754
抽,0,0,0,0,0,0,0,0,0,0.0038827130327226548,0.0014191202604980464,0.0034218975023995197,0.0015041501934617723,0,0.002786636147887073,0.003316668308134386,0.003207086756103515,0,0,0.0038065814046300537,0,0.0023371065606276015,0.003167550516180556,0,0.0010452386125419926,0.0010111231856048581,0.0025694424481252864,0,0.0007247473306475836,0.0009771928773630843,0.0022010844856704395,0,0,0,0,0,0.0007197317781863547,0.000800009553445602,0.0006797466793982239,0.0013242541039299642,0,0.001054321062469946,0.0007068045569276677,0.000808000769850719,0.0006900556337777231,0,0,0.002058702562419223,0.0006408527232706847,0.0012961579115172068,0.0018738962513140227,0.0012822698258661343,0.002145145321946218,0.0004974435897748533,0.0005239357276973715,0.00048469287192776155,0,0.0016304785971679682,0,0.0011013747256210255,0.0026081816162489843,0,0.0017251390844443078,0.0009732736545929114,0.0005246909503679264,0.0014439841857233015,0.0027266243207322016,0.0005903172054615834,0.0013312158969334817,0.001159803558444317
乾瞪眼,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
辦法,0,0,0,0,0,0,0,0,0,0.0034061729012521405,0,0,0,0,0,0,0,0,0,0,0,0,0.0018525233328057329,0,0,0,0,0,0,0,0.00193093701885042,0,0,0,0,0.0013705094827999493,0,0,0,0,0,0.0009249202302458744,0,0,0,0,0,0,0,0,0.0010959372269151032,0,0.0009409317406773868,0,0.0009192622079665726,0,0,0.0009535758402161648,0,0.0009661988184338523,0.0005720173927315507,0.0008709954571902848,0,0,0,0,0.0007973251173343025,0,0.0017517460635011009,0
營運,0,0,0,0,0,0,0,0,0,0.0037036976363377535,0,0,0,0,0,0,0,0,0.00317097400371383,0,0,0,0.0020143388159922517,0,0,0,0,0,0,0,0,0.00248237106993147,0,0,0,0,0,0,0,0,0.001207727490110137,0,0,0,0.0013164802024897228,0.001108006871660676,0,0,0,0,0,0.0012231498138499846,0,0,0,0.0027740744613049084,0,0,0,0,0,0,0,0.0009284001427985678,0,0.0009182721412407654,0,0,0,0
所,0,0,0,0,0,0,0,0,0,0.002895516564910666,0,0,0.002243427090581611,0.0021083858482359216,0,0,0,0,0,0,0,0.004647699141108613,0,0,0,0,0,0,0,0.0014574747809953015,0,0,0,0.0021836474848496725,0,0.001165041536310622,0,0,0,0,0.0018883803684199996,0,0,0,0,0.0008662295267981648,0,0,0.001911652661692781,0,0,0,0,0.0007419328403426715,0,0.0021687457626661114,0,0,0,0,0.0009725201180846392,0.001480830155937947,0.000643257530711789,0.0007258146469528741,0.0007825720445704502,0,0.0006777894580783394,0.0004402265201060206,0.0004963742682703999,0.0003459674085841962
謂,0,0,0,0,0,0,0,0,0,0.005168514021228566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013216452492060772,0,0.001295583394358765,0,0,0,0,0,0
傳,0,0,0,0,0,0,0,0,0,0.0042443177804819725,0,0,0.003288469354712272,0,0,0,0,0,0.003633833716166072,0,0.0024299529277568544,0,0.002308367175751617,0,0,0,0.0018724931384479287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001087542991240683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
達,0,0,0,0,0,0,0,0,0,0.003946793045396359,0,0,0,0,0,0,0,0,0.003379103634757157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014719516579051563,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013028586197391151,0,0.001269881932238211,0,0,0,0,0,0,0.0011049252646686337,0.0013418380707376561,0,0,0,0,0,0.0021334016461601944,0,0,0.0006000597575607682,0,0
安心,0,0,0,0,0,0,0,0,0,0.002895516564910666,0,0,0,0.0021083858482359216,0.0020781219365387554,0,0,0,0,0,0,0.0011619247852771531,0,0,0,0,0,0,0,0.0014574747809953015,0,0.0009703473742998209,0,0,0.0010798793752774735,0,0,0,0.0030415089967549013,0.000987556809314688,0.0009441901842099998,0.0007862554032161475,0.0010541929241179608,0,0,0,0,0.0038381714805284543,0,0,0,0,0.0007998664543952116,0,0,0.0014458305084440743,0,0.0016212298795692417,0,0,0.0014587801771269587,0,0,0,0.0007825720445704502,0,0,0.0022011326005301024,0.0004963742682703999,0.002075804451505177
食品,0,0,0,0,0,0,0,0,0,0.004627893877084347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017450580230333134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001147411705062235,0,0.0007036124889141011,0,0.0005529584845966641
午,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014572165794205084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013164835908494469,0,0,0,0,0.0005820044550911606
有空,0,0,0,0,0,0,0,0,0,0.0042443177804819725,0.003102571476960506,0,0,0,0,0,0,0,0,0,0,0,0.002308367175751617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017490320523964173,0,0,0,0,0,0,0,0,0,0.0011252168028849344,0,0,0,0,0,0,0,0,0,0,0,0.0012039479331926927,0,0,0,0,0,0,0,0.0006452946149121182,0,0
要來,0,0,0,0,0,0,0,0,0,0.002895516564910666,0,0.002551865362729729,0,0,0,0.002473391143146924,0,0,0.0024790381548892688,0.0028387417303045743,0,0,0,0,0,0,0,0,0.0010809544169651565,0,0,0,0,0,0,0.001165041536310622,0,0,0,0,0,0,0,0,0,0,0,0,0.0009558263308463905,0,0,0,0.0007998664543952116,0.0007419328403426715,0,0.0014458305084440743,0.0015950329957275058,0,0,0.0008213454703793493,0.0009725201180846392,0,0.000643257530711789,0,0.0007825720445704502,0.001435793337972231,0.0006777894580783394,0.0008804530402120412,0.0009927485365407997,0.0003459674085841962
唷,0,0,0,0,0,0,0,0,0,0.002238881251446941,0,0,0.001734670391100419,0.0016302533384322383,0,0,0,0.0015223580585541302,0,0,0,0,0.0012176656552467045,0,0.0012054278094653307,0,0.0009877417285795325,0,0,0,0.0012692070586433906,0.0015005906511038477,0.0011384141956509869,0.0016884473992812522,0.0016699760701991103,0.0009008374134040802,0.0008300350660332207,0.0009226159003215415,0,0,0.0014601399465958309,0.0018238533004183986,0.0008151266692161192,0.0027954954582439604,0.001591621742734792,0.0013395779326567255,0,0.0005935528238194434,0.0007390673145181363,0.000996534681652941,0.0007203607630138162,0,0.0006184754838251217,0,0.001812696227331996,0,0.00123331688474859,0.0006267864645708121,0.0015223580585541302,0,0.0003759876709774307,0.0005725062865957059,0,0,0,0.0005550945251521341,0,0.0006807869201642836,0,0.0016050606390809676
超級好,0,0,0,0,0,0,0,0,0,0.0035969740261063716,0,0,0,0,0,0.0030725860131888137,0,0,0,0,0,0,0,0,0,0,0,0,0.0013428225582776399,0,0,0,0,0,0,0,0,0,0,0,0.002345852625721547,0.0019534616361910053,0,0,0,0,0.0014621845634578746,0,0,0,0.0011573275502272753,0,0,0.0009216708300580043,0.0009707558544727522,0,0,0.0010069916086523996,0,0,0,0,0,0,0,0,0,0.0010937484368861864,0,0.0004297802325282426
不時,0,0,0,0,0,0,0,0,0,0.0042443177804819725,0,0,0,0,0,0.003625556190616719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011252168028849344,0,0,0,0,0,0,0.0011454617975392152,0,0,0,0,0.0012039479331926927,0,0,0,0,0,0,0,0,0.0007275973337969096,0.0005071273435337708
西都,0,0,0,0,0,0,0,0,0,0.0033201215397353784,0,0,0,0,0,0.0028360947093411548,0,0,0,0,0,0.0013323120143400393,0,0,0,0,0,0,0.0012394679715288868,0,0,0,0,0,0.0012382352833423837,0.001335885812661767,0,0,0,0,0,0,0,0.0013818485875702186,0,0,0,0,0,0,0,0,0.0018343212926714798,0,0.0008960385587626965,0,0,0,0.0011287811218501967,0,0,0,0.0007375862425359995,0.0008322497175138816,0,0.001646341259372915,0.000777182008365023,0,0.0011383273850521297,0
我點,0,0,0,0,0,0,0,0,0,0.0034061729012521405,0,0,0,0,0,0,0,0,0,0,0,0.0013668430582873758,0,0,0,0,0,0,0,0,0,0,0,0.001284378922040777,0,0,0,0,0,0.0023234467266385677,0.001110708554756133,0,0,0,0.0012107249649000499,0.0010189986740881951,0,0.0018060301703351754,0,0,0,0.0011248919753144454,0.0009409317406773868,0.0008727808937270602,0.0009192622079665726,0,0,0,0,0,0,0,0,0,0,0.0008445056779963986,0,0,0,0.000813965166780024
辣湯,0,0,0,0,0,0,0,0,0,0.0037036976363377535,0,0,0,0,0,0,0,0,0,0,0,0.0014862350065560808,0,0,0.0019940942047762494,0,0,0,0,0.001864277333727057,0,0,0,0,0,0,0.0013730960095172096,0,0,0.0012631983752857275,0,0.0010057107991503676,0,0,0,0,0,0,0,0,0,0.0012231498138499846,0,0,0.0009995585560465328,0.0009246914871016362,0,0,0,0,0,0,0,0,0,0,0.0008669704204910471,0,0,0
其實,0,0,0,0,0,0,0,0,0,0.0021321576412155585,0.0015585947669704374,0,0,0.0031050839435178036,0,0,0.001761143426114173,0,0,0,0,0.0008556009796210106,0.0011596216322782226,0,0,0.0011104987714664369,0.0009406577828892169,0,0.0031839088718997885,0,0,0.000714530040621836,0,0,0,0.0008578960466264318,0.001580937450233978,0.0008786363906108071,0.0007465537959438231,0.0007272024697188126,0,0.0005789711190846013,0.0007762709858794509,0.0017748260054513529,0.0007578759388206962,0.0006378612807784878,0.0008667307484616092,0.0011305183675586208,0.001407674499041962,0.0004745157955227504,0.0006860224070835131,0,0.0017669814706206288,0.0005463335261057974,0,0.0010646592749079021,0,0.001790725902476673,0,0,0.0007161299735385889,0.0005452158987083768,0.00047367246176293514,0.0005344646493688732,0.001152517643900302,0,0.0014973017143367687,0.0006483349811115625,0.001827563692470479,0.0005095167216541879
整一下,0,0,0,0,0,0,0,0,0,0.004870989286142953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00276133179486562,0,0,0,0,0,0.0018058536651543325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005820044550911606
肉食,0,0,0,0,0,0,0,0,0,0.00555209011783094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00436943083774733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
主義,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
天堂,0,0,0,0,0,0,0,0,0,0.004422359637314669,0,0,0,0,0,0,0,0,0,0.004335646703249676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014420737947765227,0,0,0,0,0,0,0,0,0.000984204667058161,0,0,0,0,0,0,0.0012180571898589797,0,0,0,0,0,0,0,0,0.0010964528026400008,0,0,0,0
均值,0,0,0,0,0,0,0,0,0,0.00609271026197516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
太長,0,0,0,0,0,0,0,0,0,0.003946793045396359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001286997732194465,0.0010717215003791707,0,0,0.0014028885232451516,0,0,0,0,0,0,0.0026068646270781767,0,0,0,0,0.001087071165643507,0,0.0013418380707376561,0,0,0,0,0,0.0010667008230800972,0,0,0,0.0006765930934965188,0
